277	4194	335	1	1
279	4200	336	1	1
280	4206	337	1	1
281	4206	338	1	1
282	4224	339	1	1
284	4234	341	1	1
285	4218	341	1	1
286	4240	342	1	1
288	4244	343	1	1
289	4237	343	1	1
290	4264	323	1	1
291	4264	344	1	1
292	4266	340	1	1
293	4285	344	1	1
294	4286	344	1	1
295	4287	344	1	1
297	4329	345	1	1
302	4392	341	1	1
303	4392	333	1	1
305	4393	303	1	1
306	4402	315	1	1
307	4403	315	1	1
308	4264	323	9	1
309	4264	344	9	1
310	4388	346	2	1
311	4422	304	2	1
312	4488	344	11	1
318	4502	347	18	1
330	4596	351	8	1
331	4599	317	8	1
332	4600	303	8	1
333	4600	302	8	1
334	4600	344	8	1
335	4602	352	8	1
336	4604	330	2	1
337	4605	353	8	1
348	4722	357	15	1
349	4709	302	15	1
352	4719	355	15	1
353	4719	356	15	1
354	4731	358	15	1
355	4737	360	15	1
360	4715	362	13	1
361	4715	302	13	1
362	4715	359	13	1
363	4740	359	13	1
367	4815	365	14	1
368	4827	366	7	1
369	4829	368	14	1
370	4829	367	14	1
373	4862	369	8	1
376	4885	370	14	1
379	4890	371	14	1
380	4890	372	14	1
381	4895	373	14	1
382	4906	374	3	1
383	4906	302	3	1
384	4921	376	14	1
386	5001	377	14	1
388	4805	357	17	1
389	4805	309	17	1
390	4861	314	17	1
391	4884	357	17	0
392	4884	309	17	1
393	4797	363	17	1
397	5008	381	17	1
398	4333	320	11	1
399	5021	383	17	1
400	5027	321	7	1
401	5034	314	13	1
402	5002	378	14	1
403	5042	384	18	1
407	5076	302	6	1
410	5104	386	10	1
411	5053	386	10	1
414	5005	380	10	1
415	5005	302	10	1
416	5099	344	11	1
417	5137	366	9	1
418	5143	387	8	1
419	5143	389	8	1
420	5143	388	8	1
421	5143	390	8	1
429	5190	393	8	1
430	5190	392	8	1
431	5200	303	8	1
432	5200	344	8	1
433	5263	340	9	1
443	4490	302	5	1
444	4503	310	5	1
445	4577	350	5	1
446	5359	304	2	1
447	5360	304	2	1
448	5374	371	2	1
450	5178	394	18	1
451	5387	396	18	1
452	5387	397	18	1
453	4527	348	2	1
454	5525	392	18	1
455	5536	398	18	1
456	5538	399	18	1
457	5171	330	11	1
458	5544	400	8	1
459	5575	366	8	1
460	5627	402	10	1
461	5649	403	10	1
463	5684	348	3	1
464	5683	344	3	1
467	5727	303	2	1
468	5727	348	2	1
471	5732	321	2	1
472	5742	303	2	1
473	5742	348	2	1
475	5812	404	9	1
476	5817	303	6	1
477	5817	401	6	1
479	5825	353	5	1
480	5026	405	15	1
484	5071	314	15	1
485	5071	409	15	1
486	5543	408	11	1
487	5543	406	11	1
488	5543	407	11	1
490	5883	302	8	1
491	5145	391	15	1
494	5888	331	8	1
495	5888	302	8	1
496	5173	411	15	1
497	5890	331	8	1
498	5890	302	8	1
499	5893	410	17	1
500	5898	412	14	1
501	5945	366	11	1
502	5963	413	15	1
503	5963	414	15	1
504	5963	312	15	1
505	5963	415	15	1
506	4545	349	2	1
507	5972	349	2	1
512	6000	366	8	1
513	6000	416	8	1
514	6027	418	10	1
515	6027	417	10	1
516	6055	366	9	1
518	6125	390	2	1
520	6128	419	2	1
521	6130	419	2	1
522	6138	420	5	1
523	6138	350	5	1
524	6145	422	5	1
525	6163	302	2	1
526	6163	302	2	1
527	6164	302	2	1
528	6164	302	2	1
529	6165	302	2	1
530	6165	302	2	1
531	6166	302	2	1
532	6166	302	2	1
533	6167	302	2	1
534	6167	302	2	1
536	6232	359	9	1
539	6242	423	14	1
541	6234	422	5	1
542	6260	424	14	1
543	6273	425	16	1
544	6329	426	13	1
545	6348	422	5	1
546	6349	422	5	1
547	6357	427	16	1
548	6405	422	5	1
549	6409	428	14	1
550	6407	429	10	1
551	6407	430	10	1
552	6426	431	16	1
553	6557	319	4	1
569	6594	330	6	1
570	6594	422	6	1
571	6581	433	6	1
572	6581	432	6	1
573	6582	434	6	1
575	6604	435	6	1
576	6621	436	10	1
577	6623	437	10	1
578	6624	436	10	1
579	6624	437	10	1
580	6625	436	10	1
581	6625	437	10	1
582	6626	438	10	1
583	6627	439	10	1
584	6628	440	10	1
585	6629	441	10	1
587	6635	443	10	1
588	6650	444	10	1
589	6650	302	10	1
590	6651	302	10	1
591	6681	445	6	1
592	6724	446	18	1
593	6728	447	6	1
599	6736	448	6	1
601	6759	449	6	1
602	6767	450	6	1
603	6769	451	6	1
604	6769	452	6	1
605	6773	453	6	1
606	6817	303	6	1
607	6821	331	6	1
608	6843	302	6	1
609	6843	302	6	1
610	6847	454	18	1
611	6856	455	18	1
612	6877	456	2	1
613	6877	371	2	1
614	7011	457	13	1
615	4237	343	17	1
616	4244	343	17	1
617	7037	458	16	1
621	7068	461	17	1
622	7068	460	17	1
623	7068	459	17	1
624	7070	462	16	1
625	7086	390	16	1
626	7166	303	2	1
627	7166	348	2	1
628	7166	457	2	1
629	7166	302	2	1
630	7172	303	2	1
631	7172	348	2	1
632	7172	302	2	1
633	7193	463	10	1
635	6633	442	10	1
636	7205	464	10	1
637	7238	302	10	1
639	7250	465	10	1
640	7250	466	10	1
641	7246	465	10	1
642	7287	467	10	1
643	7307	392	16	1
644	7329	302	16	1
645	7423	468	16	1
646	7425	471	10	1
647	7425	469	10	1
648	7425	472	10	1
649	7425	470	10	1
650	7430	473	10	1
651	7557	474	18	1
654	7568	316	6	1
657	7575	330	6	1
659	7577	302	13	1
660	7581	475	6	1
661	7585	476	6	1
662	7593	477	13	1
664	7625	322	6	1
665	7625	472	6	1
666	7626	322	6	1
667	7626	472	6	1
680	7617	478	13	1
681	7631	302	13	1
682	7627	302	13	1
683	7627	344	13	1
684	7627	314	13	1
686	7636	319	13	1
687	7638	479	6	1
688	7761	319	14	1
689	7761	480	14	1
690	7761	459	14	1
691	7785	472	15	1
692	7791	322	15	1
693	7794	303	14	1
694	7810	481	15	1
695	7810	482	15	1
696	7819	481	15	1
697	7819	459	15	1
698	7825	483	14	1
699	7830	303	14	1
700	7835	484	17	1
701	7835	486	17	1
702	7835	314	17	1
703	7860	314	17	1
706	7864	303	14	1
707	7864	487	14	1
711	7872	488	17	1
712	7872	348	17	1
713	7872	302	17	1
714	7872	344	17	1
715	7872	314	17	1
716	7874	392	14	1
717	7933	302	7	1
718	7937	302	3	1
724	4927	302	3	1
725	7990	302	3	1
728	7994	302	3	1
729	7997	489	14	1
731	7995	302	3	1
734	8000	302	3	1
735	8001	302	3	1
737	8012	490	7	1
738	7201	302	18	1
739	8065	392	5	1
744	8109	491	17	1
745	8109	314	17	1
746	8118	422	14	1
747	8118	350	14	1
753	8137	359	18	1
755	8173	319	4	1
756	8182	480	15	1
757	8182	402	15	1
758	8084	314	15	1
759	8185	381	17	1
760	8189	465	6	1
761	8211	381	17	1
762	8211	314	17	1
765	8239	420	15	1
766	8243	392	15	1
767	8243	493	15	1
769	8283	495	17	1
770	8291	314	17	1
771	8296	496	17	1
772	8302	381	17	1
773	8304	484	17	1
774	8304	497	17	1
775	8376	465	10	1
783	8260	494	15	1
784	8414	502	15	1
785	8418	503	15	1
786	8478	319	9	1
787	8129	302	2	1
788	8129	302	2	1
789	8129	302	2	1
790	8202	302	0	1
791	8518	314	15	1
792	8518	504	15	1
793	8523	505	15	1
794	8523	314	15	1
795	8233	492	18	1
796	8534	506	9	1
799	8545	390	2	1
800	8545	480	2	1
801	8538	507	18	1
802	8547	508	6	1
803	8555	327	17	1
804	8555	314	17	1
805	8119	480	11	1
806	8119	509	11	1
807	8119	510	11	1
808	8560	390	2	1
809	8560	480	2	1
812	8584	486	17	1
813	8586	314	15	1
814	8596	489	12	1
815	8598	497	17	1
816	8602	390	5	1
817	8602	512	5	1
818	8611	436	8	1
819	8611	416	8	1
822	8635	422	5	1
823	8638	352	9	1
824	8644	328	16	1
825	8644	328	16	1
826	8682	515	15	1
827	8215	302	3	1
828	8723	392	5	1
829	8723	422	5	1
831	8756	437	10	1
832	8784	519	10	1
833	8784	518	10	1
834	8784	517	10	1
835	8785	520	10	1
836	8794	521	8	1
838	8805	392	8	1
839	6760	522	5	1
841	8807	422	9	1
842	8839	422	5	1
843	8848	422	5	1
848	8873	524	5	1
849	8873	302	5	1
850	8921	304	2	1
851	8921	526	2	1
852	8921	342	2	1
858	8960	348	2	1
859	8960	527	2	1
866	8961	348	2	1
867	8961	527	2	1
868	8961	505	2	1
872	8964	302	23	1
873	8966	532	8	1
881	8986	344	29	1
882	9012	348	29	1
883	9012	314	29	1
884	9013	537	29	1
885	9015	539	29	1
886	9016	538	29	1
887	9016	540	29	1
888	9017	538	29	1
889	9017	540	29	1
890	8962	374	2	1
891	8962	531	2	1
892	8962	527	2	1
893	9018	503	2	1
894	9018	302	2	1
895	9018	302	2	1
902	9025	303	2	1
903	9025	348	2	1
904	9025	541	2	1
905	9038	542	2	1
906	9044	543	2	1
907	9044	544	2	1
909	9060	392	5	1
916	9137	546	2	1
922	9149	371	2	1
923	9150	549	2	1
924	9152	548	2	1
925	9159	551	2	1
926	9159	550	2	1
927	9160	552	2	1
928	9163	371	2	1
930	9167	371	2	1
931	9167	553	2	1
935	9170	556	2	1
936	9169	554	2	1
937	9169	555	2	1
938	9173	555	2	1
940	8633	302	13	1
941	8633	344	13	1
942	9235	332	5	1
943	9235	558	5	1
944	9235	557	5	1
945	9047	545	2	1
946	9282	545	2	1
950	9290	559	9	1
